string1,string2,match
AMD Inc,Boeing,0
Boston Consulting Group,Boston Consulting Group,1
Space Exploration Technologies,Space Exploration Technologies,1
Snapchat,Snapchat,1
Tesla Motors,Harvard University,0
Google LLC,Space Exploration Technologies,0
Morgan Stanley,Morgan Stanley,1
Boeing,Boeing,1
PayPal,PayPal,1
Amazon.com,Amazon.com,1
Raytheon Technologies,Raytheon Technologies,1
Boeing,Siemens,0
JP Morgan Chase,JP Morgan Chase,1
New York City,Snapchat,0
Intel Corporation,Facebook Meta,0
Boeing,Boeing,1
Citibank,Uber Technologies,0
Apple Inc,Apple Inc,1
YouTube Videos,Tesla Motors,0
Tesla Energy,Boston Consulting Group,0
Pfizer Pharmaceuticals,Tesla Energy,0
Blue Origin,Blue Origin,1
Citibank,Citibank,1
Massachusetts Institute of Technology,Massachusetts Institute of Technology,1
Apple Inc,Apple Inc,1
Facebook Meta,Massachusetts Institute of Technology,0
Intel Corporation,Facebook Meta,0
JP Morgan Chase,McKinsey & Company,0
Apple Inc,Apple Inc,1
Samsung Electronics,Samsung Electronics,1
Morgan Stanley,Cisco Systems,0
Uber Technologies,Uber Technologies,1
JP Morgan Chase,PayPal,0
International Business Machines,International Business Machines,1
Raytheon Technologies,Raytheon Technologies,1
NASA,Netflix Streaming,0
Raytheon Technologies,Raytheon Technologies,1
Deloitte Consulting,International Business Machines,0
Berkshire Hathaway,Space Exploration Technologies,0
Lyft Inc,Amazon.com,0
Microsoft Corporation,Microsoft Corporation,1
Moderna Inc,Space Exploration Technologies,0
Boeing,Boeing,1
John Smith,John Smith,1
JP Morgan Chase,JP Morgan Chase,1
Twitter,Twitter,1
Facebook Meta,Facebook Meta,1
Lockheed Martin,Lockheed Martin,1
Space Exploration Technologies,Samsung Electronics,0
Tesla Motors,Tesla Motors,1
Tesla Motors,John Smith,0
Google LLC,Google LLC,1
Jane Doe,Johnson & Johnson,0
Space Exploration Technologies,Space Exploration Technologies,1
Blue Origin,Blue Origin,1
AMD Inc,AMD Inc,1
Adobe Systems,Adobe Systems,1
Facebook Meta,Facebook Meta,1
Cisco Systems,Google LLC,0
Twitter,Netflix Streaming,0
Oracle Corporation,Oracle Corporation,1
Netflix Streaming,Netflix Streaming,1
McKinsey & Company,McKinsey & Company,1
YouTube Videos,YouTube Videos,1
Amazon.com,Amazon.com,1
Harvard University,Harvard University,1
Tesla Motors,Tesla Motors,1
Oracle Corporation,Morgan Stanley,0
Airbnb,NASA,0
Wall Street,Wall Street,1
Lyft Inc,New York City,0
Tesla Energy,Tesla Energy,1
Amazon.com,Citibank,0
Morgan Stanley,Goldman Sachs,0
JP Morgan Chase,JP Morgan Chase,1
Jane Doe,Jane Doe,1
Berkshire Hathaway,Wall Street,0
Lyft Inc,Lyft Inc,1
Johnson & Johnson,Samsung Electronics,0
Adobe Systems,Adobe Systems,1
JP Morgan Chase,JP Morgan Chase,1
Tesla Motors,California Institute of Technology,0
General Electric,California Institute of Technology,0
Morgan Stanley,Lyft Inc,0
Apple Inc,Boeing,0
Twitter,Microsoft Corporation,0
General Electric,Citibank,0
Siemens,Siemens,1
Pfizer Pharmaceuticals,Pfizer Pharmaceuticals,1
Boeing,Boeing,1
Wall Street,YouTube Videos,0
Amazon.com,Space Exploration Technologies,0
Facebook Meta,Facebook Meta,1
SpaceX,SpaceX,1
AMD Inc,AMD Inc,1
Facebook Meta,Facebook Meta,1
Blue Origin,Blue Origin,1
Citibank,Citibank,1
Samsung Electronics,Tesla Energy,0
General Electric,General Electric,1
PayPal,PayPal,1
Massachusetts Institute of Technology,Massachusetts Institute of Technology,1
Samsung Electronics,Samsung Electronics,1
Amazon.com,Amazon.com,1
Johnson & Johnson,Johnson & Johnson,1
Harvard University,Harvard University,1
Intel Corporation,Intel Corporation,1
Goldman Sachs,Goldman Sachs,1
Snapchat,JP Morgan Chase,0
YouTube Videos,YouTube Videos,1
International Business Machines,Boeing,0
Raytheon Technologies,Google LLC,0
Tesla Motors,YouTube Videos,0
Moderna Inc,McKinsey & Company,0
Johnson & Johnson,New York City,0
Goldman Sachs,Goldman Sachs,1
Harvard University,Harvard University,1
YouTube Videos,YouTube Videos,1
AMD Inc,Boston Dynamics,0
Morgan Stanley,Morgan Stanley,1
Intel Corporation,Intel Corporation,1
Uber Technologies,Moderna Inc,0
John Smith,John Smith,1
JP Morgan Chase,Boston Dynamics,0
Jane Doe,Massachusetts Institute of Technology,0
Google LLC,Google LLC,1
Deloitte Consulting,Deloitte Consulting,1
New York City,Accenture,0
Snapchat,Snapchat,1
California Institute of Technology,California Institute of Technology,1
Apple Inc,Twitter,0
Apple Inc,Elon Musk,0
Morgan Stanley,Morgan Stanley,1
International Business Machines,Accenture,0
Morgan Stanley,Oracle Corporation,0
JP Morgan Chase,Lyft Inc,0
Samsung Electronics,Samsung Electronics,1
Pfizer Pharmaceuticals,Jane Doe,0
Netflix Streaming,Microsoft Corporation,0
Twitter,Boston Consulting Group,0
McKinsey & Company,Deloitte Consulting,0
Samsung Electronics,Samsung Electronics,1
Intel Corporation,Intel Corporation,1
PayPal,New York City,0
Lyft Inc,Lyft Inc,1
Intel Corporation,Intel Corporation,1
Amazon.com,Amazon.com,1
Samsung Electronics,Samsung Electronics,1
Blue Origin,Blue Origin,1
Adobe Systems,Siemens,0
Siemens,Siemens,1
Google LLC,Google LLC,1
Accenture,Netflix Streaming,0
NASA,Moderna Inc,0
Boeing,Berkshire Hathaway,0
Berkshire Hathaway,Berkshire Hathaway,1
Berkshire Hathaway,Lockheed Martin,0
Pfizer Pharmaceuticals,AMD Inc,0
Twitter,Twitter,1
Harvard University,Harvard University,1
Siemens,Harvard University,0
Tesla Energy,Tesla Energy,1
Massachusetts Institute of Technology,Massachusetts Institute of Technology,1
Morgan Stanley,Morgan Stanley,1
Morgan Stanley,McKinsey & Company,0
Oracle Corporation,Boston Consulting Group,0
Google LLC,Moderna Inc,0
Apple Inc,AMD Inc,0
Raytheon Technologies,Raytheon Technologies,1
Harvard University,Harvard University,1
Uber Technologies,Uber Technologies,1
AMD Inc,AMD Inc,1
Snapchat,Snapchat,1
Jane Doe,Oracle Corporation,0
AMD Inc,AMD Inc,1
Snapchat,Snapchat,1
NASA,Twitter,0
Twitter,Citibank,0
Netflix Streaming,Facebook Meta,0
General Electric,Berkshire Hathaway,0
PayPal,PayPal,1
Jane Doe,Jane Doe,1
Amazon.com,Amazon.com,1
NASA,NASA,1
Snapchat,Uber Technologies,0
Lockheed Martin,Microsoft Corporation,0
International Business Machines,Tesla Motors,0
SpaceX,Siemens,0
AMD Inc,AMD Inc,1
Tesla Motors,Tesla Motors,1
Cisco Systems,SpaceX,0
Spotify,Cisco Systems,0
Amazon.com,Boston Consulting Group,0
Accenture,Accenture,1
Twitter,Twitter,1
California Institute of Technology,Siemens,0
Morgan Stanley,Siemens,0
Accenture,Accenture,1
Wall Street,Wall Street,1
Harvard University,Google LLC,0
Facebook Meta,Spotify,0
Snapchat,Snapchat,1
NASA,Amazon.com,0
Tesla Motors,Tesla Motors,1
Raytheon Technologies,Boston Consulting Group,0
John Smith,Boston Consulting Group,0
Boeing,Boeing,1
Netflix Streaming,General Electric,0
Lockheed Martin,Lockheed Martin,1
Apple Inc,YouTube Videos,0
Tesla Energy,Siemens,0
Jane Doe,Jane Doe,1
JP Morgan Chase,Airbnb,0
Jane Doe,Jane Doe,1
Snapchat,Blue Origin,0
Citibank,Space Exploration Technologies,0
Lyft Inc,Wall Street,0
Oracle Corporation,Oracle Corporation,1
Tesla Energy,NASA,0
Deloitte Consulting,Deloitte Consulting,1
Moderna Inc,Moderna Inc,1
Citibank,Citibank,1
Boeing,JP Morgan Chase,0
Morgan Stanley,Morgan Stanley,1
Morgan Stanley,McKinsey & Company,0
Pfizer Pharmaceuticals,Boston Consulting Group,0
Space Exploration Technologies,John Smith,0
Lyft Inc,Deloitte Consulting,0
Intel Corporation,Intel Corporation,1
Blue Origin,Blue Origin,1
Intel Corporation,Intel Corporation,1
Lockheed Martin,Samsung Electronics,0
Cisco Systems,Boston Dynamics,0
Uber Technologies,Uber Technologies,1
Space Exploration Technologies,Space Exploration Technologies,1
JP Morgan Chase,JP Morgan Chase,1
Berkshire Hathaway,Tesla Energy,0
Spotify,Spotify,1
Microsoft Corporation,Microsoft Corporation,1
NASA,McKinsey & Company,0
Tesla Energy,Tesla Energy,1
Massachusetts Institute of Technology,Massachusetts Institute of Technology,1
Morgan Stanley,Google LLC,0
Blue Origin,Tesla Motors,0
International Business Machines,Moderna Inc,0
Tesla Motors,Boston Consulting Group,0
Siemens,Siemens,1
SpaceX,Boeing,0
Pfizer Pharmaceuticals,Pfizer Pharmaceuticals,1
International Business Machines,International Business Machines,1
Netflix Streaming,Netflix Streaming,1
Tesla Motors,YouTube Videos,0
Deloitte Consulting,Deloitte Consulting,1
Tesla Motors,General Electric,0
Massachusetts Institute of Technology,Moderna Inc,0
New York City,New York City,1
Apple Inc,Apple Inc,1
Airbnb,Accenture,0
Tesla Motors,Tesla Motors,1
California Institute of Technology,California Institute of Technology,1
PayPal,PayPal,1
Wall Street,Wall Street,1
Samsung Electronics,California Institute of Technology,0
Tesla Energy,Tesla Energy,1
Boston Dynamics,Wall Street,0
Jane Doe,Jane Doe,1
PayPal,Snapchat,0
YouTube Videos,YouTube Videos,1
California Institute of Technology,International Business Machines,0
AMD Inc,PayPal,0
Morgan Stanley,Twitter,0
Goldman Sachs,Boston Consulting Group,0
Elon Musk,Siemens,0
Lyft Inc,Lyft Inc,1
Citibank,General Electric,0
Twitter,Tesla Energy,0
Tesla Energy,Accenture,0
SpaceX,SpaceX,1
Johnson & Johnson,Johnson & Johnson,1
Uber Technologies,Uber Technologies,1
Blue Origin,Blue Origin,1
Samsung Electronics,Samsung Electronics,1
California Institute of Technology,McKinsey & Company,0
McKinsey & Company,Apple Inc,0
Citibank,Citibank,1
Tesla Energy,General Electric,0
Amazon.com,AMD Inc,0
YouTube Videos,YouTube Videos,1
New York City,Amazon.com,0
Deloitte Consulting,Cisco Systems,0
Google LLC,Google LLC,1
Massachusetts Institute of Technology,Massachusetts Institute of Technology,1
Netflix Streaming,Cisco Systems,0
Moderna Inc,SpaceX,0
Snapchat,Snapchat,1
Johnson & Johnson,Johnson & Johnson,1
SpaceX,SpaceX,1
SpaceX,Tesla Energy,0
Jane Doe,Jane Doe,1
NASA,New York City,0
Deloitte Consulting,Microsoft Corporation,0
Deloitte Consulting,Deloitte Consulting,1
Twitter,California Institute of Technology,0
JP Morgan Chase,Deloitte Consulting,0
Facebook Meta,Pfizer Pharmaceuticals,0
Netflix Streaming,Netflix Streaming,1
Blue Origin,Blue Origin,1
John Smith,John Smith,1
Snapchat,Pfizer Pharmaceuticals,0
Harvard University,Harvard University,1
Wall Street,Wall Street,1
McKinsey & Company,McKinsey & Company,1
New York City,International Business Machines,0
Boeing,Citibank,0
Tesla Motors,Jane Doe,0
Morgan Stanley,California Institute of Technology,0
International Business Machines,Boeing,0
Snapchat,Goldman Sachs,0
Harvard University,Harvard University,1
Tesla Energy,Adobe Systems,0
Adobe Systems,Adobe Systems,1
Adobe Systems,Adobe Systems,1
Berkshire Hathaway,Berkshire Hathaway,1
Morgan Stanley,PayPal,0
Boston Consulting Group,Oracle Corporation,0
Boston Consulting Group,Boeing,0
McKinsey & Company,McKinsey & Company,1
Snapchat,Siemens,0
Johnson & Johnson,Johnson & Johnson,1
SpaceX,SpaceX,1
Lyft Inc,Apple Inc,0
NASA,Snapchat,0
Space Exploration Technologies,Space Exploration Technologies,1
Morgan Stanley,Boston Consulting Group,0
Adobe Systems,Deloitte Consulting,0
SpaceX,SpaceX,1
Adobe Systems,Adobe Systems,1
Cisco Systems,JP Morgan Chase,0
Moderna Inc,Moderna Inc,1
Citibank,Accenture,0
Tesla Motors,Tesla Motors,1
SpaceX,Netflix Streaming,0
McKinsey & Company,Deloitte Consulting,0
Massachusetts Institute of Technology,Spotify,0
NASA,New York City,0
Boeing,YouTube Videos,0
California Institute of Technology,New York City,0
Cisco Systems,Cisco Systems,1
Amazon.com,Amazon.com,1
International Business Machines,PayPal,0
Blue Origin,Adobe Systems,0
Massachusetts Institute of Technology,Massachusetts Institute of Technology,1
YouTube Videos,YouTube Videos,1
McKinsey & Company,McKinsey & Company,1
Blue Origin,Blue Origin,1
Blue Origin,McKinsey & Company,0
Oracle Corporation,JP Morgan Chase,0
Spotify,Deloitte Consulting,0
Netflix Streaming,Netflix Streaming,1
Berkshire Hathaway,Morgan Stanley,0
Apple Inc,McKinsey & Company,0
Boeing,Raytheon Technologies,0
Berkshire Hathaway,Berkshire Hathaway,1
Google LLC,Berkshire Hathaway,0
Oracle Corporation,Oracle Corporation,1
YouTube Videos,YouTube Videos,1
Citibank,Citibank,1
Spotify,Spotify,1
Citibank,Twitter,0
Massachusetts Institute of Technology,JP Morgan Chase,0
John Smith,John Smith,1
Google LLC,Boston Consulting Group,0
Boston Dynamics,Cisco Systems,0
Adobe Systems,Raytheon Technologies,0
Deloitte Consulting,Space Exploration Technologies,0
SpaceX,NASA,0
Pfizer Pharmaceuticals,Pfizer Pharmaceuticals,1
Johnson & Johnson,Lyft Inc,0
International Business Machines,Blue Origin,0
Google LLC,Raytheon Technologies,0
SpaceX,SpaceX,1
Citibank,Citibank,1
Morgan Stanley,Pfizer Pharmaceuticals,0
YouTube Videos,Moderna Inc,0
SpaceX,SpaceX,1
Netflix Streaming,Adobe Systems,0
Airbnb,Airbnb,1
AMD Inc,AMD Inc,1
Lyft Inc,McKinsey & Company,0
JP Morgan Chase,Netflix Streaming,0
Facebook Meta,Raytheon Technologies,0
AMD Inc,NASA,0
NASA,NASA,1
AMD Inc,Harvard University,0
Moderna Inc,Tesla Energy,0
Boston Consulting Group,Boston Consulting Group,1
Spotify,Adobe Systems,0
International Business Machines,Apple Inc,0
Snapchat,Snapchat,1
Microsoft Corporation,New York City,0
Accenture,Samsung Electronics,0
General Electric,General Electric,1
Snapchat,Jane Doe,0
International Business Machines,International Business Machines,1
Apple Inc,Apple Inc,1
Johnson & Johnson,Johnson & Johnson,1
Boeing,Boeing,1
Uber Technologies,New York City,0
Cisco Systems,Intel Corporation,0
Uber Technologies,Uber Technologies,1
Wall Street,Wall Street,1
Boeing,Boeing,1
Goldman Sachs,Goldman Sachs,1
Amazon.com,Tesla Energy,0
Tesla Motors,Tesla Motors,1
Google LLC,Google LLC,1
Netflix Streaming,Netflix Streaming,1
Netflix Streaming,Boston Consulting Group,0
Accenture,Goldman Sachs,0
Airbnb,Adobe Systems,0
JP Morgan Chase,Goldman Sachs,0
Citibank,Citibank,1
Morgan Stanley,New York City,0
JP Morgan Chase,JP Morgan Chase,1
Snapchat,Snapchat,1
SpaceX,SpaceX,1
PayPal,Raytheon Technologies,0
Amazon.com,Massachusetts Institute of Technology,0
Intel Corporation,Google LLC,0
Spotify,Spotify,1
California Institute of Technology,California Institute of Technology,1
Harvard University,Moderna Inc,0
SpaceX,Apple Inc,0
Airbnb,Citibank,0
Harvard University,Harvard University,1
Uber Technologies,Uber Technologies,1
Deloitte Consulting,JP Morgan Chase,0
Pfizer Pharmaceuticals,Pfizer Pharmaceuticals,1
Siemens,Amazon.com,0
Twitter,Twitter,1
AMD Inc,Boston Consulting Group,0
California Institute of Technology,California Institute of Technology,1
Google LLC,Oracle Corporation,0
International Business Machines,YouTube Videos,0
Uber Technologies,Johnson & Johnson,0
Citibank,Netflix Streaming,0
Microsoft Corporation,Berkshire Hathaway,0
Siemens,International Business Machines,0
Boeing,Snapchat,0
Cisco Systems,Cisco Systems,1
Goldman Sachs,Goldman Sachs,1
John Smith,AMD Inc,0
Space Exploration Technologies,Space Exploration Technologies,1
Siemens,Siemens,1
Accenture,Accenture,1
PayPal,Microsoft Corporation,0
Cisco Systems,Cisco Systems,1
Apple Inc,YouTube Videos,0
Google LLC,Boeing,0
Siemens,Siemens,1
John Smith,John Smith,1
Space Exploration Technologies,Raytheon Technologies,0
NASA,NASA,1
Boston Consulting Group,Boston Consulting Group,1
Intel Corporation,Intel Corporation,1
Boston Consulting Group,Boston Consulting Group,1
New York City,Wall Street,0
Apple Inc,Apple Inc,1
Boston Dynamics,Wall Street,0
John Smith,Lockheed Martin,0
Moderna Inc,PayPal,0
Raytheon Technologies,Deloitte Consulting,0
Elon Musk,Elon Musk,1
Spotify,Spotify,1
Spotify,Spotify,1
Johnson & Johnson,Johnson & Johnson,1
Uber Technologies,Jane Doe,0
Raytheon Technologies,Raytheon Technologies,1
Wall Street,Wall Street,1
General Electric,Snapchat,0
Berkshire Hathaway,Berkshire Hathaway,1
Goldman Sachs,Tesla Motors,0
Wall Street,Wall Street,1
Apple Inc,Facebook Meta,0
International Business Machines,Lyft Inc,0
AMD Inc,Blue Origin,0
Airbnb,Jane Doe,0
Apple Inc,Apple Inc,1
Berkshire Hathaway,Blue Origin,0
Wall Street,Wall Street,1
Lyft Inc,Lyft Inc,1
JP Morgan Chase,JP Morgan Chase,1
Boston Dynamics,Boston Dynamics,1
SpaceX,Goldman Sachs,0
New York City,Uber Technologies,0
Blue Origin,Blue Origin,1
Jane Doe,John Smith,0
Elon Musk,Space Exploration Technologies,0
Deloitte Consulting,Twitter,0
General Electric,Lyft Inc,0
California Institute of Technology,Elon Musk,0
Goldman Sachs,Accenture,0
Lockheed Martin,NASA,0
Johnson & Johnson,McKinsey & Company,0
Spotify,Deloitte Consulting,0
Moderna Inc,Moderna Inc,1
International Business Machines,New York City,0
International Business Machines,International Business Machines,1
Siemens,Cisco Systems,0
Uber Technologies,Uber Technologies,1
Intel Corporation,Lockheed Martin,0
Elon Musk,Elon Musk,1
Tesla Motors,Tesla Motors,1
Johnson & Johnson,Johnson & Johnson,1
Adobe Systems,Adobe Systems,1
Twitter,Adobe Systems,0
Citibank,Citibank,1
Netflix Streaming,Netflix Streaming,1
Adobe Systems,McKinsey & Company,0
Amazon.com,General Electric,0
Space Exploration Technologies,Tesla Motors,0
Lockheed Martin,Johnson & Johnson,0
Facebook Meta,Facebook Meta,1
Berkshire Hathaway,Berkshire Hathaway,1
Google LLC,Google LLC,1
PayPal,PayPal,1
Siemens,Tesla Motors,0
John Smith,General Electric,0
Moderna Inc,Jane Doe,0
Tesla Motors,Tesla Motors,1
Jane Doe,Jane Doe,1
McKinsey & Company,McKinsey & Company,1
Boeing,Boeing,1
International Business Machines,AMD Inc,0
Boston Dynamics,Deloitte Consulting,0
Wall Street,Apple Inc,0
SpaceX,PayPal,0
International Business Machines,International Business Machines,1
Microsoft Corporation,Microsoft Corporation,1
Boeing,Boeing,1
Apple Inc,Berkshire Hathaway,0
Airbnb,Airbnb,1
Pfizer Pharmaceuticals,Pfizer Pharmaceuticals,1
John Smith,John Smith,1
Facebook Meta,Facebook Meta,1
PayPal,YouTube Videos,0
Siemens,JP Morgan Chase,0
Airbnb,Airbnb,1
Elon Musk,Elon Musk,1
Lyft Inc,Lyft Inc,1
Twitter,Twitter,1
Apple Inc,PayPal,0
Citibank,Citibank,1
Pfizer Pharmaceuticals,Pfizer Pharmaceuticals,1
Wall Street,Facebook Meta,0
California Institute of Technology,California Institute of Technology,1
Jane Doe,Boston Dynamics,0
Google LLC,Amazon.com,0
Jane Doe,Jane Doe,1
McKinsey & Company,McKinsey & Company,1
New York City,Amazon.com,0
Johnson & Johnson,McKinsey & Company,0
Morgan Stanley,Lockheed Martin,0
Accenture,AMD Inc,0
Amazon.com,Amazon.com,1
Siemens,Uber Technologies,0
International Business Machines,International Business Machines,1
Boston Dynamics,Boston Dynamics,1
Apple Inc,Apple Inc,1
JP Morgan Chase,Microsoft Corporation,0
Apple Inc,New York City,0
Spotify,Spotify,1
Uber Technologies,Uber Technologies,1
California Institute of Technology,California Institute of Technology,1
Pfizer Pharmaceuticals,Pfizer Pharmaceuticals,1
Johnson & Johnson,Johnson & Johnson,1
SpaceX,Facebook Meta,0
Morgan Stanley,Morgan Stanley,1
Facebook Meta,Facebook Meta,1
Netflix Streaming,Netflix Streaming,1
Wall Street,Wall Street,1
Tesla Energy,Tesla Energy,1
Snapchat,Snapchat,1
Siemens,Twitter,0
Apple Inc,Apple Inc,1
PayPal,PayPal,1
Blue Origin,Blue Origin,1
Lyft Inc,California Institute of Technology,0
Samsung Electronics,Samsung Electronics,1
Elon Musk,John Smith,0
Spotify,Spotify,1
McKinsey & Company,Snapchat,0
NASA,International Business Machines,0
Microsoft Corporation,Google LLC,0
Intel Corporation,General Electric,0
